,0,1
0,frère <—> ami,0.7251987457275391
1,femme <—> mère,0.6705241799354553
2,recommander <—> affectueusement,0.5936386585235596
3,agréable <—> utile,0.5076499581336975
4,constance <—> donner,0.5068171620368958
